run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,9,111,220,0,800,0,0,5,64,128,65,20,0,1,0,0,0,0,0,0
1,2.0,0,58,217,0,800,1,0,5,111,181,70,23,0,1,1,0,0,0,0,0
1,3.0,0,26,217,0,800,1,0,5,143,213,70,23,0,1,1,0,0,0,0,0
1,4.0,0,11,217,0,800,1,0,5,157,228,71,23,0,0,0,1,0,0,0,0
2,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,3,109,213,0,800,2,0,6,68,130,61,27,0,1,2,0,0,0,0,0
2,2.0,0,53,211,0,800,2,0,6,122,186,63,29,0,0,1,1,0,0,0,0
2,3.0,0,24,211,0,800,2,0,6,151,215,63,29,0,0,1,1,0,0,0,0
2,4.0,0,12,211,0,800,2,0,6,163,227,63,29,0,0,1,1,0,0,0,0
3,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,6,98,216,0,800,2,0,4,78,140,62,24,0,2,2,0,0,0,0,0
3,2.0,0,44,215,0,800,2,0,4,128,194,66,25,0,2,2,0,0,0,0,0
3,3.0,0,20,215,0,800,2,0,4,152,218,66,25,0,2,2,0,0,0,0,0
3,4.0,0,9,215,0,800,2,0,4,163,229,66,25,0,2,2,0,0,0,0,0
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,79,103,169,1,800,4,2,19,13,133,118,71,2,6,3,1,1,0,0,0
1,2.0,17,37,158,1,800,7,0,22,38,197,153,82,3,8,7,1,2,0,0,0
1,3.0,5,16,154,2,800,7,0,20,49,216,162,85,3,9,6,4,1,0,1,0
1,4.0,1,7,154,3,800,7,0,20,52,224,168,85,1,9,5,5,1,0,1,0
2,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,86,104,180,0,800,7,0,27,16,133,110,60,3,4,8,2,0,0,0,0
2,2.0,14,55,157,0,800,7,0,29,29,178,143,83,6,8,7,4,1,0,0,0
2,3.0,3,23,155,2,800,6,0,28,50,210,154,85,3,8,6,5,1,0,0,0
2,4.0,1,9,153,3,800,5,0,27,59,224,160,85,3,8,2,4,2,0,1,1
3,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,80,107,173,0,800,5,1,25,11,132,115,67,3,3,6,1,0,0,0,0
3,2.0,13,51,160,0,800,6,0,27,26,188,152,80,5,4,9,2,0,0,0,0
3,3.0,3,23,157,1,800,6,0,29,45,216,160,83,4,2,6,4,1,0,0,0
3,4.0,0,7,156,1,800,6,0,29,59,232,162,84,4,2,6,4,1,0,0,0
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,153,97,166,1,800,12,1,32,13,139,112,74,5,7,13,3,1,0,0,0
1,2.0,51,35,137,3,800,13,0,34,18,199,163,100,8,10,10,3,3,1,1,2
1,3.0,25,12,134,5,800,13,0,33,21,222,181,100,9,10,8,6,3,0,1,5
1,4.0,17,6,131,7,800,14,0,33,17,223,191,100,7,15,4,3,4,1,4,5
2,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,134,95,148,0,800,7,0,30,13,140,121,92,4,8,10,1,0,0,0,0
2,2.0,65,50,140,2,800,15,0,32,12,181,151,100,8,12,13,4,4,1,0,0
2,3.0,30,23,135,3,800,12,1,33,19,207,175,100,11,14,6,4,4,0,0,5
2,4.0,16,7,131,4,800,15,0,34,19,221,190,100,10,13,5,6,2,0,3,6
3,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,133,99,161,0,800,3,0,48,10,138,123,79,5,5,4,2,1,0,0,0
3,2.0,36,45,139,2,800,7,0,58,10,185,170,100,5,12,6,4,2,0,0,1
3,3.0,14,20,139,3,800,7,0,56,17,209,184,100,7,14,7,7,2,0,0,1
3,4.0,5,6,137,4,800,8,0,56,22,223,193,100,6,13,5,7,2,0,1,2
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,800,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,446,109,140,6,800,5,1,67,3,121,96,100,16,24,14,10,4,0,0,0
1,2.0,275,43,135,17,800,5,1,111,1,178,150,100,13,37,9,16,8,0,1,4
1,3.0,205,19,132,26,800,4,1,130,2,191,157,100,15,53,5,23,12,1,0,8
1,4.0,158,8,124,31,800,3,1,143,3,193,166,100,15,65,2,25,9,1,1,15
2,0.0,800,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,428,89,140,5,800,9,3,81,4,143,114,100,17,19,11,10,5,1,0,0
2,2.0,294,39,130,23,800,12,2,106,4,172,136,100,15,42,3,28,10,0,1,9
2,3.0,197,13,127,30,800,14,1,133,2,182,144,100,21,62,4,38,10,3,0,13
2,4.0,144,7,116,40,800,11,1,153,1,181,149,100,17,78,0,35,9,3,3,21
3,0.0,800,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,458,111,140,3,800,9,1,74,1,119,109,100,5,14,11,6,1,0,0,0
3,2.0,271,44,140,11,800,7,0,101,1,167,155,100,11,39,7,13,10,0,0,0
3,3.0,192,19,138,16,800,8,1,122,3,183,168,100,13,48,5,23,10,0,0,2
3,4.0,142,8,133,22,800,11,1,125,3,180,164,100,18,66,5,29,12,0,1,6
