run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,145,100,157,0,800,1,0,37,10,135,129,83,0,5,1,0,0,0,0,0
1,2.0,47,32,140,0,800,6,0,50,17,201,182,100,3,9,8,1,0,0,0,0
1,3.0,23,12,140,2,800,5,0,51,19,215,196,100,4,13,5,8,0,0,0,0
1,4.0,11,5,140,2,800,6,0,52,19,220,198,100,8,14,4,12,1,0,0,0
1,5.0,2,2,139,2,800,7,0,53,16,222,204,100,8,15,5,12,0,0,0,1
1,6.0,3,1,138,2,800,7,0,53,15,223,207,100,8,15,2,9,2,0,1,1
1,7.0,4,0,138,3,800,7,0,54,14,224,209,100,6,14,0,9,3,0,1,1
1,8.0,5,0,137,5,800,8,0,55,12,224,211,100,2,14,1,9,2,0,2,1
2,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,144,102,149,0,800,1,0,32,9,134,128,91,0,4,1,0,0,0,0,0
2,2.0,64,46,140,1,800,3,0,50,20,184,166,100,3,10,2,4,1,0,0,0
2,3.0,30,23,140,1,800,2,0,53,19,205,187,100,7,14,2,5,2,0,0,0
2,4.0,21,12,139,4,800,2,0,50,16,215,198,100,5,16,1,6,3,0,1,0
2,5.0,19,9,138,4,800,6,0,49,17,217,196,100,6,17,4,6,3,0,2,0
2,6.0,14,3,138,6,800,5,0,49,18,223,200,100,4,18,4,7,3,0,2,0
2,7.0,10,3,138,6,800,5,0,48,14,223,203,100,5,17,2,8,4,0,2,0
2,8.0,7,1,137,7,800,6,0,48,15,225,202,100,5,19,4,7,4,0,3,0
3,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,146,98,162,0,800,2,0,45,16,137,124,78,0,5,2,0,0,0,0,0
3,2.0,44,38,142,0,800,4,0,63,18,194,176,98,4,8,3,3,1,0,0,0
3,3.0,18,13,140,1,800,6,0,65,21,218,194,99,5,9,4,5,1,0,1,0
3,4.0,9,4,138,2,800,5,0,66,22,226,203,100,4,9,2,7,0,0,2,0
3,5.0,4,1,138,2,800,6,0,65,21,229,204,100,6,10,3,7,1,0,2,0
3,6.0,3,0,136,3,800,7,0,64,20,230,206,100,5,10,3,7,0,0,2,2
3,7.0,4,0,136,3,800,8,0,65,19,230,206,100,5,10,1,4,3,0,2,2
3,8.0,3,0,135,4,800,7,0,64,18,230,208,100,4,11,1,4,2,0,2,3
