run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,7,103,223,0,800,2,0,10,71,137,64,17,0,0,2,0,0,0,0,0
1,2.0,1,51,223,0,800,2,0,10,117,189,70,17,0,0,2,0,0,0,0,0
1,3.0,0,24,223,0,800,2,0,10,143,216,71,17,0,0,2,0,0,0,0,0
1,4.0,0,8,223,0,800,2,0,10,159,232,71,17,0,0,2,0,0,0,0,0
2,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,14,115,216,0,800,0,0,2,67,125,57,24,1,1,1,0,0,0,0,0
2,2.0,0,57,213,0,800,1,0,4,115,183,66,27,1,0,1,1,0,0,0,0
2,3.0,0,27,213,0,800,1,0,4,145,213,66,27,1,0,1,1,0,0,0,0
2,4.0,0,9,213,0,800,1,0,4,163,231,66,27,1,0,1,1,0,0,0,0
3,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,14,103,230,0,800,1,0,7,68,136,68,10,0,0,0,1,0,0,0,0
3,2.0,2,38,226,0,800,2,0,7,125,200,76,13,0,1,0,0,0,0,0,1
3,3.0,0,17,225,0,800,2,0,8,146,221,76,14,0,1,0,0,0,0,0,1
3,4.0,0,8,225,0,800,2,0,8,155,230,76,14,0,1,0,0,0,0,0,1
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,83,100,172,0,800,2,0,26,22,135,116,68,0,5,2,0,0,0,0,0
1,2.0,14,38,161,0,800,4,0,29,32,194,165,79,1,7,3,2,0,0,0,0
1,3.0,6,20,160,0,800,4,0,27,41,212,173,79,3,7,2,3,0,0,1,0
1,4.0,0,11,159,0,800,4,0,27,43,221,180,80,3,6,0,3,1,0,1,0
2,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,86,102,182,0,800,1,0,34,21,135,115,58,1,4,2,0,0,0,0,0
2,2.0,23,49,171,0,800,3,1,36,28,186,159,69,2,7,4,0,0,0,0,0
2,3.0,2,22,168,0,800,2,0,37,39,213,174,72,3,7,4,1,0,0,0,0
2,4.0,0,10,168,0,800,2,0,37,49,225,176,72,3,7,4,1,0,0,0,0
3,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,76,102,168,0,800,2,0,23,14,134,121,72,1,4,2,1,0,0,0,0
3,2.0,15,45,152,0,800,3,0,27,35,186,156,88,1,9,3,1,0,0,0,0
3,3.0,3,20,148,0,800,5,0,28,52,210,162,92,1,8,3,3,0,0,0,0
3,4.0,0,7,148,0,800,5,0,28,62,223,165,92,1,8,3,3,0,0,0,0
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,144,99,153,0,800,3,0,32,10,136,127,87,1,5,3,1,0,0,0,0
1,2.0,50,33,140,1,800,5,0,41,13,196,184,100,3,12,6,4,0,0,0,0
1,3.0,25,14,140,2,800,6,0,47,11,215,203,100,2,11,6,6,0,0,0,0
1,4.0,17,7,140,3,800,5,0,44,10,221,207,100,5,14,4,6,3,0,0,0
2,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,140,103,168,0,800,0,0,46,6,130,129,72,2,9,2,0,0,0,0,0
2,2.0,45,51,143,0,800,2,0,60,11,175,172,97,4,16,4,2,0,0,0,0
2,3.0,22,21,140,1,800,3,0,61,19,203,191,100,4,13,0,9,0,0,0,0
2,4.0,8,5,139,1,800,3,0,64,25,219,201,100,5,14,0,8,0,0,1,0
3,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,153,115,146,0,800,2,0,38,12,122,111,94,0,2,1,1,0,0,0,0
3,2.0,60,52,140,0,800,5,0,52,9,184,169,100,5,4,5,5,0,0,0,0
3,3.0,34,26,140,0,800,5,0,56,14,210,186,100,9,5,2,4,4,0,0,0
3,4.0,18,8,140,1,800,4,0,56,14,227,204,100,8,5,0,6,3,1,0,0
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,800,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,476,112,140,0,800,0,0,90,1,121,127,100,0,7,0,0,0,0,0,0
1,2.0,341,45,140,0,800,0,0,145,1,175,194,100,0,20,0,0,0,0,0,0
1,3.0,261,18,140,0,800,2,0,182,1,188,218,100,1,35,3,0,0,0,0,0
1,4.0,198,11,140,1,800,2,0,214,1,182,215,100,9,51,6,7,0,0,0,0
2,0.0,800,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,470,110,140,0,800,0,0,88,0,118,130,100,0,12,0,0,0,0,0,0
2,2.0,345,55,140,0,800,0,0,145,2,158,183,100,0,27,0,0,0,0,0,0
2,3.0,263,26,140,0,800,1,0,178,0,171,210,100,3,42,0,4,0,0,0,0
2,4.0,204,11,140,3,800,1,1,197,0,174,211,100,12,58,3,15,0,0,0,0
3,0.0,800,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,448,95,140,0,800,0,0,93,3,128,142,100,0,17,0,0,0,0,0,0
3,2.0,324,48,140,0,800,0,0,150,1,157,191,100,0,35,0,0,0,0,0,0
3,3.0,231,14,140,0,800,2,0,182,1,169,219,100,4,58,3,3,0,0,0,0
3,4.0,190,7,140,5,800,0,1,196,1,167,208,100,15,68,0,22,1,0,0,0
