run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,130,93,162,0,800,3,1,48,13,138,131,78,1,9,2,1,0,0,0,0
1,2.0,48,50,141,1,800,9,1,47,6,179,165,99,9,15,11,6,0,1,0,0
1,3.0,29,23,138,2,800,11,0,45,14,203,178,100,12,15,8,11,2,0,2,0
1,4.0,19,7,137,3,800,15,0,48,16,217,186,100,13,15,3,9,6,2,2,1
1,5.0,7,2,134,4,800,15,0,49,14,221,195,100,12,16,2,9,6,0,4,2
1,6.0,3,0,131,4,800,14,0,49,14,222,199,100,14,18,1,9,3,1,7,2
1,7.0,6,0,129,6,800,16,0,47,14,222,197,100,12,18,2,10,3,0,8,3
1,8.0,3,0,127,8,800,13,0,46,12,222,201,100,11,20,1,11,1,0,9,4
2,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,148,103,168,0,800,2,0,50,9,135,126,72,0,2,2,0,0,0,0,0
2,2.0,42,46,140,0,800,6,0,61,13,185,169,100,6,10,7,5,0,0,0,0
2,3.0,22,17,138,0,800,9,1,60,27,213,178,100,12,12,6,6,2,0,0,2
2,4.0,12,8,137,1,800,7,0,56,27,222,184,100,15,14,7,9,1,0,1,2
2,5.0,11,1,136,5,800,10,0,54,25,228,186,100,12,13,4,12,4,0,2,2
2,6.0,11,1,132,7,800,11,0,54,21,227,193,100,8,14,4,11,1,0,6,2
2,7.0,9,0,132,10,800,10,1,52,20,227,194,100,5,16,3,13,1,0,3,5
2,8.0,4,0,132,11,800,11,0,53,15,227,197,100,3,14,3,15,1,0,2,6
3,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,148,110,151,0,800,4,0,41,12,125,114,89,0,4,3,1,0,0,0,0
3,2.0,53,43,139,1,800,7,1,48,15,188,169,100,6,12,7,3,1,0,0,1
3,3.0,30,24,138,2,800,12,0,45,16,204,173,100,13,13,10,13,1,0,0,2
3,4.0,21,6,136,4,800,11,0,43,21,218,186,100,12,17,5,12,2,1,2,2
3,5.0,8,2,134,6,800,8,0,44,17,222,196,100,11,18,2,13,2,0,4,2
3,6.0,5,1,134,8,800,7,0,44,14,222,200,100,8,19,1,14,2,0,3,3
3,7.0,5,1,134,8,800,9,0,43,13,222,198,100,9,17,0,16,3,0,2,4
3,8.0,2,0,133,9,800,9,0,45,13,223,200,100,7,17,0,16,2,0,2,5
