run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0,9,219,0,800,1,0,3,155,231,75,21,0,0,1,0,0,0,0,0
2,0,11,223,0,800,0,0,5,152,228,77,17,0,1,0,0,0,0,0,0
3,0,7,222,0,800,0,0,8,159,233,74,18,0,0,0,0,0,0,0,0
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,2,11,150,1,800,7,0,28,56,222,160,88,6,5,2,7,1,0,2,0
2,1,11,157,0,800,6,0,27,52,222,165,83,6,7,5,5,0,1,0,0
3,2,11,155,0,800,7,0,25,50,219,167,84,6,7,2,7,0,1,1,0
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,16,7,137,2,800,15,0,45,14,214,195,100,8,15,6,11,2,0,2,1
2,13,6,137,6,800,8,0,52,17,225,192,100,8,12,6,12,2,0,1,2
3,18,9,136,2,800,21,1,37,9,217,189,100,13,15,14,9,3,0,2,2
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,174,8,139,4,800,2,1,209,1,175,196,100,27,65,3,21,5,0,1,0
2,203,7,140,9,800,4,0,197,0,176,198,100,13,62,1,18,8,0,0,0
3,188,7,139,8,800,2,4,196,0,177,200,100,20,66,5,23,1,1,0,1
