run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,7,96,224,0,800,0,1,7,77,143,67,16,1,2,0,0,0,0,0,0
1,2.0,0,37,224,0,800,0,0,8,130,202,72,16,1,2,1,0,0,0,0,0
1,3.0,0,24,224,0,800,0,0,8,143,215,72,16,1,2,1,0,0,0,0,0
1,4.0,0,11,224,0,800,0,0,8,156,228,72,16,1,2,1,0,0,0,0,0
2,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,10,102,223,0,800,0,0,3,69,137,69,17,0,1,0,0,0,0,0,0
2,2.0,1,43,222,0,800,0,0,4,122,195,75,18,0,2,0,0,0,0,0,0
2,3.0,0,25,221,0,800,0,0,4,140,213,75,19,0,2,0,0,0,0,0,0
2,4.0,0,14,221,0,800,0,0,4,151,224,75,19,0,2,0,0,0,0,0,0
3,0.0,100,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,7,118,221,0,800,0,0,6,54,122,68,19,0,0,0,0,0,0,0,0
3,2.0,0,63,220,0,800,0,0,6,103,177,74,20,0,0,0,0,0,0,0,0
3,3.0,0,33,220,0,800,0,0,6,133,207,74,20,0,0,0,0,0,0,0,0
3,4.0,0,17,220,0,800,0,0,6,149,223,74,20,0,0,0,0,0,0,0,0
run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,82,119,163,0,800,0,0,32,17,120,102,77,2,3,2,0,0,0,0,0
1,2.0,20,46,151,0,800,3,0,40,50,193,138,89,3,3,5,1,0,0,0,0
1,3.0,2,24,150,0,800,2,0,40,57,215,153,90,4,2,2,2,1,0,0,0
1,4.0,1,11,149,0,800,2,0,40,68,228,156,90,4,2,1,1,1,0,1,0
2,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,77,111,164,0,800,2,0,35,18,128,108,76,1,0,1,2,0,0,0,0
2,2.0,12,58,149,0,800,2,0,42,35,178,142,91,3,5,3,2,0,0,0,0
2,3.0,4,27,148,0,800,2,0,42,59,209,149,92,3,5,3,2,0,0,0,0
2,4.0,1,14,147,1,800,2,0,44,70,222,151,93,1,5,3,2,0,0,0,0
3,0.0,300,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,68,105,160,0,800,0,0,26,13,132,121,80,1,3,0,1,0,0,0,0
3,2.0,10,38,146,0,800,0,0,31,43,197,158,94,1,5,0,1,0,0,0,0
3,3.0,2,16,146,0,800,0,0,31,62,218,160,94,2,7,1,1,0,0,0,0
3,4.0,1,6,146,0,800,0,0,31,71,227,161,94,2,7,0,2,0,0,0,0
