run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,59,11,11,1,800,1,0,82,5,212,215,13,6,18,1,6,0,1,0,0
2,41,8,11,0,800,0,0,88,4,207,223,13,5,26,0,3,1,0,0,0
3,41,12,7,1,800,3,0,96,5,209,211,17,7,20,2,6,0,2,0,0
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
