0.0,240,120,0
1.0,240,120,0
2.0,240,120,0
3.0,240,120,0
4.0,240,120,0
5.0,240,120,0
6.0,240,120,0
7.0,240,120,0
8.0,240,120,0
9.0,240,120,0
10.0,240,120,0
11.0,240,120,0
12.0,240,120,0
13.0,240,120,0
14.0,240,120,0
15.0,240,120,0
16.0,240,120,0
17.0,240,120,0
18.0,240,120,0
19.0,240,120,0
20.0,240,120,0
21.0,240,120,0
22.0,240,120,0
23.0,240,120,0
24.0,240,120,0
25.0,240,120,0
26.0,240,120,0
27.0,240,120,0
28.0,240,120,0
29.0,240,120,0
30.0,240,120,0
31.0,240,120,0
32.0,240,120,0
33.0,240,120,0
34.0,240,120,0
35.0,240,120,0
36.0,240,120,0
37.0,240,120,0
38.0,240,120,0
39.0,240,120,0
40.0,240,120,0
41.0,240,120,0
42.0,240,120,0
43.0,240,120,0
44.0,240,120,0
45.0,240,120,0
46.0,240,120,0
47.0,240,120,0
48.0,240,120,0
49.0,240,120,0
50.0,240,120,0
51.0,240,120,0
52.0,240,120,0
53.0,240,120,0
54.0,240,120,0
55.0,240,120,0
56.0,240,120,0
57.0,240,120,0
58.0,240,120,0
59.0,240,120,0
60.0,240,120,0
61.0,240,120,0
62.0,240,120,0
63.0,240,120,0
64.0,240,120,0
65.0,240,120,0
66.0,240,120,0
67.0,240,120,0
68.0,240,120,0
69.0,240,120,0
70.0,240,120,0
71.0,240,120,0
72.0,240,120,0
73.0,240,120,0
74.0,240,120,0
75.0,240,120,0
76.0,240,120,0
77.0,240,120,0
78.0,240,120,0
79.0,240,120,0
80.0,240,120,0
81.0,240,120,0
82.0,240,120,0
83.0,240,120,0
84.0,240,120,0
85.0,240,120,0
86.0,240,120,0
87.0,240,120,0
88.0,240,120,0
89.0,240,120,0
90.0,240,120,0
91.0,240,120,0
92.0,240,120,0
93.0,240,120,0
94.0,240,120,0
95.0,240,120,0
96.0,240,120,0
97.0,240,120,0
98.0,240,120,0
99.0,240,120,0
100.0,240,120,0
101.0,240,120,0
102.0,240,120,0
103.0,240,120,0
104.0,240,120,0
105.0,240,120,0
106.0,240,120,0
107.0,240,120,0
108.0,240,120,0
109.0,240,120,0
110.0,240,120,0
111.0,240,120,0
112.0,240,120,0
113.0,240,120,0
114.0,240,120,0
115.0,240,120,0
116.0,240,120,0
117.0,240,120,0
118.0,240,120,0
119.0,240,120,0
120.0,240,120,0
121.0,240,120,0
122.0,240,120,0
123.0,240,120,0
124.0,240,120,0
125.0,240,120,0
126.0,240,120,0
127.0,240,120,0
128.0,240,120,0
129.0,240,120,0
130.0,240,120,0
131.0,240,120,0
132.0,240,120,0
133.0,240,120,0
134.0,240,120,0
135.0,240,120,0
136.0,240,120,0
137.0,240,120,0
138.0,240,120,0
139.0,240,120,0
140.0,240,120,0
141.0,240,120,0
142.0,240,120,0
143.0,240,120,0
144.0,240,120,0
145.0,240,120,0
146.0,240,120,0
147.0,240,120,0
148.0,240,120,0
149.0,240,120,0
150.0,240,120,0
151.0,240,120,0
152.0,240,120,0
153.0,240,120,0
154.0,240,120,0
155.0,240,120,0
156.0,240,120,0
157.0,240,120,0
158.0,240,120,0
159.0,240,120,0
160.0,240,120,0
161.0,240,120,0
162.0,240,120,0
163.0,240,120,0
164.0,240,120,0
165.0,240,120,0
166.0,240,120,0
167.0,240,120,0
168.0,240,120,0
169.0,240,120,0
170.0,240,120,0
171.0,240,120,0
172.0,240,120,0
173.0,240,120,0
174.0,240,120,0
175.0,240,120,0
176.0,240,120,0
177.0,240,120,0
178.0,240,120,0
179.0,240,120,0
180.0,240,120,0
181.0,240,120,0
182.0,240,120,0
183.0,240,120,0
184.0,240,120,0
185.0,240,120,0
186.0,240,120,0
187.0,240,120,0
188.0,240,120,0
189.0,240,120,0
190.0,240,120,0
191.0,240,120,0
192.0,240,120,0
193.0,240,120,0
194.0,240,120,0
195.0,240,120,0
196.0,240,120,0
197.0,240,120,0
198.0,240,120,0
199.0,240,120,0
200.0,240,120,0
201.0,240,120,0
202.0,240,120,0
203.0,240,120,0
204.0,240,120,0
205.0,240,120,0
206.0,240,120,0
207.0,240,120,0
208.0,240,120,0
209.0,240,120,0
210.0,240,120,0
211.0,240,120,0
212.0,240,120,0
213.0,240,120,0
214.0,240,120,0
215.0,240,120,0
216.0,240,120,0
217.0,240,120,0
218.0,240,120,0
219.0,240,120,0
220.0,240,120,0
221.0,240,120,0
222.0,240,120,0
223.0,240,120,0
224.0,240,120,0
225.0,240,120,0
226.0,240,120,0
227.0,240,120,0
228.0,240,120,0
229.0,240,120,0
230.0,240,120,0
231.0,240,120,0
232.0,240,120,0
233.0,240,120,0
234.0,240,120,0
235.0,240,120,0
236.0,240,120,0
237.0,240,120,0
238.0,240,120,0
239.0,240,120,0
240.0,240,120,0
241.0,240,120,0
242.0,240,120,0
243.0,240,120,0
244.0,240,120,0
245.0,240,120,0
246.0,240,120,0
247.0,240,120,0
248.0,240,120,0
249.0,240,120,0
250.0,240,120,0
251.0,240,120,0
252.0,240,120,0
253.0,240,120,0
254.0,240,120,0
255.0,240,120,0
256.0,240,120,0
257.0,240,120,0
258.0,240,120,0
259.0,240,120,0
260.0,240,120,0
261.0,240,120,0
262.0,240,120,0
263.0,240,120,0
264.0,240,120,0
265.0,240,120,0
266.0,240,120,0
267.0,240,120,0
268.0,240,120,0
269.0,240,120,0
270.0,240,120,0
271.0,240,120,0
272.0,240,120,0
273.0,240,120,0
274.0,240,120,0
275.0,240,120,0
276.0,240,120,0
277.0,240,120,0
278.0,240,120,0
279.0,240,120,0
280.0,240,120,0
281.0,240,120,0
282.0,240,120,0
283.0,240,120,0
284.0,240,120,0
285.0,240,120,0
286.0,240,120,0
287.0,240,120,0
288.0,240,120,0
289.0,240,120,0
290.0,240,120,0
291.0,240,120,0
292.0,240,120,0
293.0,240,120,0
294.0,240,120,0
295.0,240,120,0
296.0,240,120,0
297.0,240,120,0
298.0,240,120,0
299.0,240,120,0
300.0,240,120,0
301.0,240,120,0
302.0,240,120,0
303.0,240,120,0
304.0,240,120,0
305.0,240,120,0
306.0,240,120,0
307.0,240,120,0
308.0,240,120,0
309.0,240,120,0
310.0,240,120,0
311.0,240,120,0
312.0,240,120,0
313.0,240,120,0
314.0,240,120,0
315.0,240,120,0
316.0,240,120,0
317.0,240,120,0
318.0,240,120,0
319.0,240,120,0
320.0,240,120,0
321.0,240,120,0
322.0,240,120,0
323.0,240,120,0
324.0,240,120,0
325.0,240,120,0
326.0,240,120,0
327.0,240,120,0
328.0,240,120,0
329.0,240,120,0
330.0,240,120,0
331.0,240,120,0
332.0,240,120,0
333.0,240,120,0
334.0,240,120,1
335.0,240,120,1
336.0,240,120,1
337.0,240,120,1
338.0,240,120,1
339.0,240,120,1
340.0,240,120,1
341.0,240,120,1
342.0,240,120,1
343.0,240,120,1
344.0,240,120,1
345.0,240,120,1
346.0,240,120,1
347.0,240,120,1
348.0,240,120,1
349.0,240,120,1
350.0,240,120,1
351.0,240,120,1
352.0,240,120,1
353.0,240,120,1
354.0,240,120,1
355.0,240,120,1
356.0,240,120,1
357.0,240,120,1
358.0,240,120,1
359.0,240,120,1
360.0,240,120,1
361.0,240,120,1
362.0,240,120,1
363.0,240,120,1
364.0,240,120,1
365.0,240,120,1
366.0,240,120,1
367.0,240,120,1
368.0,240,120,1
369.0,240,120,1
370.0,240,120,1
371.0,240,120,1
