run,time,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,160,117,141,0,800,2,0,25,10,122,110,99,1,2,3,0,0,0,0,0
1,2.0,73,53,140,1,800,6,0,29,7,179,165,100,7,11,9,6,0,0,0,0
1,3.0,43,25,140,4,800,16,0,30,9,203,172,100,10,17,16,8,4,1,0,0
1,4.0,27,10,138,6,800,21,0,28,10,214,175,100,14,18,12,13,8,1,2,0
1,5.0,20,7,136,11,800,22,0,32,7,217,179,100,7,17,9,14,10,0,4,0
1,6.0,11,2,131,11,800,18,0,30,9,222,185,100,13,19,2,13,10,0,6,3
1,7.0,16,2,124,13,800,22,0,30,9,221,188,100,9,18,1,12,6,0,10,6
1,8.0,13,1,121,15,800,19,0,28,9,221,192,100,8,21,0,13,3,0,12,7
2,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1.0,157,108,157,0,800,3,0,32,13,126,114,83,2,7,4,1,0,0,0,0
2,2.0,66,38,140,2,800,15,0,40,23,190,156,100,4,13,14,5,2,0,0,0
2,3.0,41,13,137,3,800,16,0,36,28,211,169,100,11,18,13,10,2,0,3,0
2,4.0,30,3,135,4,800,20,0,39,27,217,176,100,11,17,7,12,4,1,3,2
2,5.0,20,1,134,6,800,21,0,37,18,218,183,100,11,17,6,16,3,2,4,2
2,6.0,15,0,130,8,800,23,1,37,15,218,187,100,10,18,3,15,4,1,6,4
2,7.0,8,0,126,9,800,25,0,41,14,217,188,100,9,18,3,15,2,1,8,6
2,8.0,3,0,124,10,800,25,0,43,12,217,192,100,7,17,2,16,1,0,7,9
3,0.0,400,240,240,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.0,127,95,161,0,800,5,3,44,5,139,136,79,2,8,4,0,0,0,0,0
3,2.0,41,44,142,0,800,8,0,53,14,181,165,98,9,18,10,5,1,0,0,0
3,3.0,21,15,140,3,800,9,0,55,26,209,176,100,8,18,10,11,1,0,0,0
3,4.0,9,7,137,4,800,11,0,58,21,217,190,100,6,14,6,13,0,0,2,1
3,5.0,8,3,137,4,800,16,0,57,21,220,188,100,7,12,5,14,3,0,1,2
3,6.0,7,1,136,5,800,18,0,56,15,222,194,100,6,10,2,14,4,1,1,3
3,7.0,4,0,131,5,800,18,0,56,17,223,197,100,7,9,1,16,0,0,4,5
3,8.0,2,0,131,5,800,18,0,55,15,223,198,100,8,9,1,17,0,0,4,5
