run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0,14,216,0,800,0,0,4,155,226,70,24,1,0,0,1,0,0,0,0
2,0,7,219,0,800,0,0,7,164,230,69,21,0,3,0,0,0,0,0,0
3,0,10,218,0,800,3,0,4,159,227,68,22,0,3,3,0,0,0,0,0
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,1,9,147,1,800,13,0,25,55,223,158,92,4,5,6,5,3,0,1,0
2,2,9,148,1,800,8,0,26,54,228,166,90,3,4,7,2,0,0,2,0
3,0,12,155,1,800,6,0,36,58,224,158,84,5,5,4,3,2,0,1,0
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,29,8,135,10,800,23,2,28,11,215,175,100,10,20,14,17,5,0,4,1
2,20,11,135,4,800,17,0,45,11,214,185,100,13,12,2,12,7,0,3,2
3,20,8,137,10,800,11,0,42,16,223,177,100,11,17,8,12,8,0,2,1
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,196,2,138,12,800,4,1,189,1,179,198,100,14,67,7,26,2,0,1,1
2,195,8,135,14,800,1,2,193,1,179,189,100,20,71,6,19,4,2,2,3
3,176,10,139,9,800,1,0,203,0,170,185,100,27,69,4,30,5,0,0,1
