run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0,8,225,0,800,1,0,10,159,232,71,15,1,0,1,1,0,0,0,0
2,0,6,223,0,800,2,0,11,164,232,68,17,0,2,2,0,0,0,0,0
3,0,8,217,0,800,2,0,5,161,231,69,23,0,0,1,1,0,0,0,0
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0,4,163,3,800,21,0,19,57,232,150,73,6,5,14,3,4,0,3,1
2,4,14,153,5,800,20,0,21,55,220,140,85,3,3,10,9,5,0,1,1
3,1,9,147,4,800,13,0,22,65,226,148,88,2,4,5,4,2,0,3,2
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,9,14,134,6,800,21,0,34,27,212,166,100,6,11,8,11,3,1,0,6
2,12,11,131,8,800,35,0,21,20,211,160,100,7,12,12,12,8,0,4,5
3,12,8,130,11,800,21,0,36,24,217,168,100,7,15,2,10,9,0,5,5
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,125,6,117,50,800,12,1,97,1,193,123,100,22,75,5,48,15,2,2,21
2,134,10,116,54,800,18,0,82,4,183,112,100,12,77,1,43,22,1,5,19
3,132,7,119,43,800,16,0,96,2,188,130,100,20,73,3,37,17,3,2,19
