run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,74,0,140,8,800,0,13,86,1,12,2,100,6,17,4,5,0,0,0,0
2,63,0,140,7,800,0,21,72,1,10,2,100,16,24,1,8,0,0,0,0
3,65,0,139,7,800,0,14,69,1,10,2,100,10,20,2,4,1,0,0,1
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,49,2,138,11,800,1,18,82,0,18,6,100,13,28,5,9,0,0,2,0
2,78,0,139,7,800,3,7,69,0,21,8,100,7,14,5,8,1,0,0,1
3,51,0,140,5,800,0,7,82,1,22,8,100,12,15,6,9,0,0,0,0
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,54,6,140,6,800,1,4,72,3,50,27,100,15,16,4,10,4,1,0,0
2,42,1,139,7,800,4,2,68,1,53,29,100,14,14,6,16,3,0,0,1
3,58,1,138,8,800,1,4,57,1,50,36,100,11,18,3,15,1,0,0,2
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,39,3,137,8,800,9,0,42,2,109,83,100,10,16,8,9,6,0,1,2
2,34,7,128,10,800,5,0,50,6,105,83,100,11,18,1,7,2,0,4,8
3,38,2,135,8,800,13,1,58,6,106,80,100,9,16,9,14,2,0,1,4
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,8,7,133,5,800,15,0,37,30,220,175,100,10,13,5,10,3,0,4,3
2,9,11,129,6,800,23,0,24,24,214,170,100,11,12,5,11,3,1,6,5
3,13,9,128,11,800,18,0,31,15,221,182,100,6,11,2,10,5,0,6,6
run,cat,S,SO3,H2,photon,electron,hole,cat_H2O,HS,OH,cat_HS,cat_sulfite,cat_H,cat_OH,cat_HS0,cat_S0,cat_HS2,HS2,S2O3,cat_S2O3
1,0,25,175,2,800,22,0,23,376,693,293,61,4,1,13,1,4,0,4,0
2,0,28,179,1,800,22,0,17,366,688,302,56,5,2,13,2,2,0,5,0
3,0,28,174,0,800,25,0,23,380,685,288,62,3,1,14,4,1,0,4,0
