time,sulfide,sulfite,hydrogen
0.0,120,720,0
1.0,120,720,0
2.0,120,720,0
3.0,120,720,0
4.0,120,720,0
5.0,120,720,0
6.0,120,720,0
7.0,120,720,0
8.0,120,720,0
9.0,120,720,0
10.0,120,720,0
11.0,120,720,0
12.0,120,720,0
13.0,120,720,0
14.0,120,720,0
15.0,120,720,0
16.0,120,720,0
17.0,120,720,0
18.0,120,720,0
19.0,120,720,0
20.0,120,720,0
21.0,120,720,0
22.0,120,720,0
23.0,120,720,0
24.0,120,720,0
25.0,120,720,0
26.0,120,720,0
27.0,120,720,0
28.0,120,720,0
29.0,120,720,0
30.0,120,720,0
31.0,120,720,0
32.0,120,720,0
33.0,120,720,0
34.0,120,720,0
35.0,120,720,0
36.0,120,720,0
37.0,120,720,0
38.0,120,720,0
39.0,120,720,0
40.0,120,720,0
41.0,120,720,0
42.0,120,720,0
43.0,120,720,0
44.0,120,720,0
45.0,120,720,0
46.0,120,720,0
47.0,120,720,0
48.0,120,720,0
49.0,120,720,0
50.0,120,720,0
51.0,120,720,0
52.0,120,720,0
53.0,120,720,0
54.0,120,720,0
55.0,120,720,0
56.0,120,720,0
57.0,120,720,0
58.0,120,720,0
59.0,120,720,0
60.0,120,720,0
61.0,120,720,0
62.0,120,720,0
63.0,120,720,0
64.0,120,720,0
65.0,120,720,0
66.0,120,720,0
67.0,120,720,0
68.0,120,720,0
69.0,120,720,0
70.0,120,720,0
71.0,120,720,0
72.0,120,720,0
73.0,120,720,0
74.0,120,720,0
75.0,120,720,0
76.0,120,720,0
77.0,120,720,0
78.0,120,720,0
79.0,120,720,0
80.0,120,720,0
81.0,120,720,0
82.0,120,720,0
83.0,120,720,0
84.0,120,720,0
85.0,120,720,0
86.0,120,720,0
87.0,120,720,0
88.0,120,720,0
89.0,120,720,0
90.0,120,720,0
91.0,120,720,0
92.0,120,720,0
93.0,120,720,0
94.0,120,720,0
95.0,120,720,0
96.0,120,720,0
97.0,120,720,0
98.0,120,720,0
99.0,120,720,0
100.0,120,720,0
101.0,120,720,0
102.0,120,720,0
103.0,120,720,0
104.0,120,720,0
105.0,120,720,0
106.0,120,720,0
107.0,120,720,0
108.0,120,720,0
109.0,120,720,0
110.0,120,720,0
111.0,120,720,0
112.0,120,720,0
113.0,120,720,0
114.0,120,720,0
115.0,120,720,0
116.0,120,720,0
117.0,120,720,0
118.0,120,720,0
119.0,120,720,0
120.0,120,720,0
121.0,120,720,0
122.0,120,720,0
123.0,120,720,0
124.0,120,720,0
125.0,120,720,0
126.0,120,720,0
127.0,120,720,0
128.0,120,720,0
129.0,120,720,0
130.0,120,720,0
131.0,120,720,0
132.0,120,720,0
133.0,120,720,0
134.0,120,720,0
135.0,120,720,0
136.0,120,720,0
137.0,120,720,0
138.0,120,720,0
139.0,120,720,0
140.0,120,720,0
141.0,120,720,0
142.0,120,720,0
143.0,120,720,0
144.0,120,720,0
145.0,120,720,0
146.0,120,720,0
147.0,120,720,0
148.0,120,720,0
149.0,120,720,0
150.0,120,720,0
151.0,120,720,0
152.0,120,720,0
153.0,120,720,0
154.0,120,720,0
155.0,120,720,0
156.0,120,720,0
157.0,120,720,0
158.0,120,720,0
159.0,120,720,0
160.0,120,720,0
161.0,120,720,0
162.0,120,720,0
163.0,120,720,0
164.0,120,720,0
165.0,120,720,0
166.0,120,720,0
167.0,120,720,0
168.0,120,720,0
169.0,120,720,0
170.0,120,720,0
171.0,120,720,0
172.0,120,720,0
